athlete_id,event_date,event_type,description,impact_rating,career_phase
ATH_0705,2024-12-23,Family event,Family event event,7,Advanced
ATH_0706,2019-11-18,Retirement consideration,Retirement consideration event,8,Advanced
ATH_0706,2021-10-25,Race victory,Won local race,4,Advanced
ATH_0706,2019-03-26,Retirement consideration,Retirement consideration event,6,Advanced
ATH_0706,2022-07-19,Major competition,Major competition event,4,Advanced
ATH_0706,2023-07-06,Career change,Started new position,7,Advanced
ATH_0706,2024-11-23,Personal achievement,Personal achievement event,5,Advanced
ATH_0706,2023-12-30,Coach change,Coach change event,5,Advanced
ATH_0706,2024-01-17,Competition,Participated in local race,9,Advanced
ATH_0706,2020-11-02,Personal achievement,Personal achievement event,4,Advanced
ATH_0706,2024-03-25,Injury recovery,Injury recovery event,3,Advanced
ATH_0706,2021-08-01,Injury recovery,Injury recovery event,7,Advanced
ATH_0706,2024-08-18,Sponsorship deal,Sponsorship deal event,5,Advanced
ATH_0706,2020-02-25,Location change,Relocated to new city,7,Advanced
ATH_0706,2023-07-27,Sponsorship deal,Sponsorship deal event,7,Advanced
ATH_0706,2021-12-26,Personal achievement,Personal achievement event,5,Advanced
ATH_0706,2020-11-16,Team change,Team change event,8,Advanced
ATH_0706,2021-03-30,Location change,Relocated to new city,8,Advanced
ATH_0706,2021-01-30,Training camp,Training camp event,9,Advanced
ATH_0706,2021-05-30,Location change,Relocated to new city,10,Advanced
ATH_0706,2021-05-23,Personal best,Personal best event,6,Advanced
ATH_0706,2018-06-20,Race victory,Won local race,7,Advanced
ATH_0706,2019-02-21,Team change,Team change event,6,Advanced
ATH_0706,2019-05-11,Family event,Family event event,8,Advanced
ATH_0707,2014-05-28,Career change,Started new position,5,Advanced
ATH_0707,2022-08-26,Personal best,Personal best event,4,Advanced
ATH_0707,2018-01-05,Sponsorship deal,Sponsorship deal event,8,Advanced
ATH_0707,2017-08-20,Training camp,Training camp event,2,Advanced
ATH_0707,2016-09-24,Competition,Participated in international competition,3,Advanced
ATH_0707,2014-05-24,Team change,Team change event,6,Advanced
ATH_0707,2021-09-29,Personal achievement,Personal achievement event,9,Advanced
ATH_0707,2019-03-02,Competition,Participated in triathlon,6,Advanced
ATH_0707,2024-12-17,Coach change,Coach change event,8,Advanced
ATH_0707,2019-01-30,Training milestone,Reached 100km month,5,Advanced
ATH_0707,2019-08-30,Injury recovery,Injury recovery event,7,Advanced
ATH_0707,2022-09-07,Team change,Team change event,3,Advanced
ATH_0707,2015-09-09,Education,Education event,7,Advanced
ATH_0708,2023-09-17,Location change,Relocated to new city,5,Intermediate
ATH_0708,2022-03-24,Race victory,Won division title,4,Intermediate
ATH_0708,2022-01-01,Major competition,Major competition event,5,Intermediate
ATH_0708,2022-10-04,Coach change,Coach change event,6,Intermediate
ATH_0708,2022-04-11,Coach change,Coach change event,2,Intermediate
ATH_0708,2024-01-03,Location change,Relocated to new city,7,Intermediate
ATH_0708,2024-09-30,Training milestone,Reached 1000km milestone,2,Intermediate
ATH_0708,2024-06-30,Injury recovery,Injury recovery event,2,Intermediate
ATH_0709,2020-02-10,Race victory,Won division title,7,Intermediate
ATH_0709,2022-01-18,Team change,Team change event,6,Intermediate
ATH_0709,2024-10-25,Sponsorship deal,Sponsorship deal event,4,Intermediate
ATH_0709,2024-06-30,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0709,2021-10-07,Training milestone,Reached volume record,6,Intermediate
ATH_0709,2018-10-10,Team change,Team change event,5,Intermediate
ATH_0709,2019-01-21,Retirement consideration,Retirement consideration event,8,Intermediate
ATH_0709,2020-04-14,Training milestone,Reached 100km month,9,Intermediate
ATH_0709,2019-02-14,Personal achievement,Personal achievement event,4,Intermediate
ATH_0709,2023-01-23,Career change,Started new position,6,Intermediate
ATH_0709,2019-10-01,Race victory,Won division title,5,Intermediate
ATH_0709,2019-07-02,Family event,Family event event,4,Intermediate
ATH_0709,2021-03-19,Location change,Relocated to new city,6,Intermediate
ATH_0709,2022-09-30,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0709,2018-01-23,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0709,2023-08-01,Personal achievement,Personal achievement event,8,Intermediate
ATH_0709,2018-01-18,Personal best,Personal best event,8,Intermediate
ATH_0709,2021-02-01,Training milestone,Reached consistency streak,4,Intermediate
ATH_0709,2018-08-31,Training milestone,Reached volume record,7,Intermediate
ATH_0709,2017-10-17,Education,Education event,4,Intermediate
ATH_0710,2022-09-26,Major competition,Major competition event,7,Beginner
ATH_0710,2024-02-08,Location change,Relocated to new city,4,Beginner
ATH_0710,2022-04-17,Career change,Started new position,7,Beginner
ATH_0710,2023-11-26,Location change,Relocated to new city,9,Beginner
ATH_0710,2022-03-06,Major competition,Major competition event,10,Beginner
ATH_0711,2022-12-25,Major competition,Major competition event,7,Beginner
ATH_0711,2023-09-15,Personal best,Personal best event,3,Beginner
ATH_0711,2024-03-16,Location change,Relocated to new city,6,Beginner
ATH_0712,2020-08-21,Team change,Team change event,4,Intermediate
ATH_0712,2024-04-04,Location change,Relocated to new city,2,Intermediate
ATH_0712,2024-06-10,Race victory,Won division title,4,Intermediate
ATH_0712,2020-10-31,Retirement consideration,Retirement consideration event,5,Intermediate
ATH_0712,2024-06-29,Major competition,Major competition event,7,Intermediate
ATH_0712,2019-11-26,Major competition,Major competition event,7,Intermediate
ATH_0713,2018-08-13,Retirement consideration,Retirement consideration event,10,Intermediate
ATH_0713,2019-11-15,Career change,Started new position,3,Intermediate
ATH_0713,2024-08-04,Major competition,Major competition event,5,Intermediate
ATH_0713,2022-07-08,Location change,Relocated to new city,7,Intermediate
ATH_0713,2017-08-14,Training milestone,Reached 500km total,6,Intermediate
ATH_0713,2018-09-19,Major competition,Major competition event,9,Intermediate
ATH_0713,2022-01-17,Education,Education event,7,Intermediate
ATH_0713,2017-06-17,Race victory,Won age group,4,Intermediate
ATH_0713,2022-07-05,Family event,Family event event,6,Intermediate
ATH_0713,2017-06-17,Team change,Team change event,4,Intermediate
ATH_0713,2017-11-09,Sponsorship deal,Sponsorship deal event,9,Intermediate
ATH_0713,2019-04-15,Location change,Relocated to new city,7,Intermediate
ATH_0713,2023-04-24,Major competition,Major competition event,5,Intermediate
ATH_0713,2024-03-09,Retirement consideration,Retirement consideration event,7,Intermediate
ATH_0713,2019-10-29,Education,Education event,8,Intermediate
ATH_0713,2021-05-21,Race victory,Won local race,5,Intermediate
ATH_0713,2024-02-23,Major competition,Major competition event,7,Intermediate
ATH_0714,2019-11-14,Sponsorship deal,Sponsorship deal event,4,Advanced
ATH_0714,2019-07-13,Location change,Relocated to new city,5,Advanced
ATH_0714,2017-09-23,Major competition,Major competition event,1,Advanced
ATH_0714,2023-05-31,Education,Education event,6,Advanced
ATH_0714,2019-08-13,Personal achievement,Personal achievement event,7,Advanced
ATH_0714,2021-08-24,Education,Education event,2,Advanced
ATH_0714,2024-06-22,Injury recovery,Injury recovery event,5,Advanced
ATH_0714,2021-10-18,Sponsorship deal,Sponsorship deal event,7,Advanced
ATH_0714,2015-01-16,Location change,Relocated to new city,8,Advanced
ATH_0714,2016-05-09,Competition,Participated in international competition,4,Advanced
ATH_0714,2017-06-15,Coach change,Coach change event,3,Advanced
ATH_0714,2018-03-01,Sponsorship deal,Sponsorship deal event,5,Advanced
ATH_0714,2017-12-23,Race victory,Won age group,3,Advanced
ATH_0714,2017-09-15,Training milestone,Reached volume record,4,Advanced
ATH_0714,2020-10-02,Competition,Participated in marathon,3,Advanced
ATH_0714,2016-10-31,Coach change,Coach change event,3,Advanced
ATH_0714,2021-04-10,Personal best,Personal best event,7,Advanced
ATH_0714,2023-02-10,Team change,Team change event,3,Advanced
ATH_0714,2023-04-04,Location change,Relocated to new city,7,Advanced
ATH_0714,2019-11-26,Personal best,Personal best event,4,Advanced
ATH_0714,2022-02-13,Competition,Participated in marathon,6,Advanced
ATH_0714,2015-11-09,Retirement consideration,Retirement consideration event,2,Advanced
ATH_0714,2021-12-18,Personal achievement,Personal achievement event,10,Advanced
ATH_0714,2024-08-21,Injury recovery,Injury recovery event,6,Advanced
ATH_0714,2021-04-16,Personal achievement,Personal achievement event,6,Advanced
ATH_0714,2015-02-09,Major competition,Major competition event,6,Advanced
ATH_0714,2016-07-29,Coach change,Coach change event,7,Advanced
ATH_0715,2017-09-12,Personal achievement,Personal achievement event,8,Advanced
ATH_0715,2022-04-22,Personal best,Personal best event,7,Advanced
ATH_0715,2024-07-09,Injury recovery,Injury recovery event,6,Advanced
ATH_0715,2017-09-19,Team change,Team change event,4,Advanced
ATH_0715,2019-11-14,Career change,Started new position,4,Advanced
ATH_0715,2017-06-18,Sponsorship deal,Sponsorship deal event,8,Advanced
ATH_0715,2023-01-14,Competition,Participated in regional qualifier,10,Advanced
ATH_0715,2019-08-07,Family event,Family event event,5,Advanced
ATH_0715,2024-11-26,Training milestone,Reached consistency streak,4,Advanced
ATH_0715,2020-03-22,Training camp,Training camp event,6,Advanced
ATH_0715,2024-10-29,Sponsorship deal,Sponsorship deal event,6,Advanced
ATH_0715,2022-05-28,Retirement consideration,Retirement consideration event,8,Advanced
ATH_0715,2018-01-14,Career change,Started new position,5,Advanced
ATH_0715,2023-04-30,Race victory,Won age group,7,Advanced
ATH_0716,2020-03-23,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0716,2023-01-25,Retirement consideration,Retirement consideration event,4,Intermediate
ATH_0716,2019-10-14,Coach change,Coach change event,7,Intermediate
ATH_0716,2023-09-13,Coach change,Coach change event,5,Intermediate
ATH_0716,2023-06-04,Competition,Participated in regional qualifier,6,Intermediate
ATH_0716,2022-11-03,Competition,Participated in marathon,8,Intermediate
ATH_0716,2018-02-04,Location change,Relocated to new city,6,Intermediate
ATH_0716,2020-09-17,Injury recovery,Injury recovery event,6,Intermediate
ATH_0716,2023-02-20,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0716,2019-12-08,Personal best,Personal best event,4,Intermediate
ATH_0716,2019-03-20,Personal best,Personal best event,10,Intermediate
ATH_0716,2024-07-10,Education,Education event,6,Intermediate
ATH_0716,2023-02-25,Location change,Relocated to new city,2,Intermediate
ATH_0716,2018-07-09,Sponsorship deal,Sponsorship deal event,3,Intermediate
ATH_0717,2023-01-15,Sponsorship deal,Sponsorship deal event,8,Intermediate
ATH_0717,2022-04-23,Training camp,Training camp event,7,Intermediate
ATH_0717,2022-05-02,Personal best,Personal best event,1,Intermediate
ATH_0717,2021-03-28,Personal best,Personal best event,5,Intermediate
ATH_0717,2023-05-30,Personal best,Personal best event,5,Intermediate
ATH_0718,2024-05-07,Personal achievement,Personal achievement event,3,Intermediate
ATH_0718,2022-04-29,Career change,Started new position,3,Intermediate
ATH_0718,2024-08-16,Team change,Team change event,8,Intermediate
ATH_0718,2024-01-30,Major competition,Major competition event,5,Intermediate
ATH_0718,2023-03-05,Training milestone,Reached 500km total,6,Intermediate
ATH_0718,2022-07-22,Retirement consideration,Retirement consideration event,5,Intermediate
ATH_0718,2023-03-22,Sponsorship deal,Sponsorship deal event,7,Intermediate
ATH_0719,2024-12-04,Coach change,Coach change event,7,Beginner
ATH_0719,2024-10-30,Competition,Participated in marathon,3,Beginner
ATH_0719,2022-07-17,Family event,Family event event,3,Beginner
ATH_0719,2024-08-24,Major competition,Major competition event,4,Beginner
ATH_0719,2022-03-30,Training milestone,Reached 100km month,7,Beginner
ATH_0719,2024-04-27,Competition,Participated in local race,7,Beginner
ATH_0719,2023-01-29,Location change,Relocated to new city,2,Beginner
ATH_0720,2016-10-03,Coach change,Coach change event,6,Advanced
ATH_0720,2016-02-24,Career change,Started new position,7,Advanced
ATH_0720,2019-05-15,Personal best,Personal best event,4,Advanced
ATH_0720,2017-09-06,Team change,Team change event,2,Advanced
ATH_0720,2019-07-17,Career change,Started new position,5,Advanced
ATH_0720,2022-02-13,Retirement consideration,Retirement consideration event,7,Advanced
ATH_0720,2024-05-14,Location change,Relocated to new city,2,Advanced
ATH_0720,2017-06-15,Education,Education event,6,Advanced
ATH_0720,2018-11-25,Competition,Participated in triathlon,6,Advanced
ATH_0720,2022-09-09,Major competition,Major competition event,8,Advanced
ATH_0720,2019-08-26,Location change,Relocated to new city,1,Advanced
ATH_0720,2021-09-24,Training camp,Training camp event,5,Advanced
ATH_0720,2019-04-21,Personal achievement,Personal achievement event,8,Advanced
ATH_0720,2018-12-10,Race victory,Won local race,7,Advanced
ATH_0720,2018-05-20,Training milestone,Reached 1000km milestone,6,Advanced
ATH_0720,2024-05-15,Race victory,Won division title,5,Advanced
ATH_0720,2022-11-27,Education,Education event,4,Advanced
ATH_0721,2020-01-20,Retirement consideration,Retirement consideration event,4,Advanced
ATH_0721,2024-08-30,Competition,Participated in local race,5,Advanced
ATH_0721,2019-10-21,Competition,Participated in regional qualifier,6,Advanced
ATH_0721,2024-02-02,Personal best,Personal best event,1,Advanced
ATH_0721,2020-01-10,Career change,Started new position,9,Advanced
ATH_0721,2024-04-11,Sponsorship deal,Sponsorship deal event,8,Advanced
ATH_0721,2020-03-08,Personal achievement,Personal achievement event,2,Advanced
ATH_0721,2023-03-15,Retirement consideration,Retirement consideration event,7,Advanced
ATH_0721,2021-06-12,Team change,Team change event,7,Advanced
ATH_0721,2021-12-29,Education,Education event,2,Advanced
ATH_0721,2020-09-22,Career change,Started new position,6,Advanced
ATH_0721,2021-06-07,Major competition,Major competition event,7,Advanced
ATH_0721,2022-08-16,Training milestone,Reached volume record,5,Advanced
ATH_0721,2024-04-21,Personal achievement,Personal achievement event,6,Advanced
ATH_0722,2021-04-09,Personal achievement,Personal achievement event,6,Intermediate
ATH_0722,2021-08-04,Career change,Started new position,6,Intermediate
ATH_0722,2022-12-19,Competition,Participated in regional qualifier,4,Intermediate
ATH_0722,2023-06-28,Race victory,Won division title,6,Intermediate
ATH_0722,2023-10-03,Education,Education event,8,Intermediate
ATH_0722,2023-05-05,Sponsorship deal,Sponsorship deal event,8,Intermediate
ATH_0723,2020-02-03,Training camp,Training camp event,5,Advanced
ATH_0723,2021-09-25,Education,Education event,6,Advanced
ATH_0723,2019-02-21,Training milestone,Reached 100km month,5,Advanced
ATH_0723,2020-11-29,Injury recovery,Injury recovery event,4,Advanced
ATH_0723,2023-12-06,Injury recovery,Injury recovery event,6,Advanced
ATH_0723,2019-06-19,Training milestone,Reached personal best,7,Advanced
ATH_0723,2020-12-15,Sponsorship deal,Sponsorship deal event,3,Advanced
ATH_0723,2019-09-18,Training camp,Training camp event,6,Advanced
ATH_0723,2019-09-28,Coach change,Coach change event,6,Advanced
ATH_0723,2020-05-07,Race victory,Won age group,6,Advanced
ATH_0723,2023-11-18,Team change,Team change event,1,Advanced
ATH_0723,2022-05-27,Personal best,Personal best event,1,Advanced
ATH_0723,2021-04-06,Race victory,Won division title,7,Advanced
ATH_0724,2023-01-18,Sponsorship deal,Sponsorship deal event,4,Advanced
ATH_0724,2020-03-05,Personal best,Personal best event,5,Advanced
ATH_0724,2021-11-16,Family event,Family event event,8,Advanced
ATH_0724,2022-10-10,Career change,Started new position,3,Advanced
ATH_0724,2020-02-06,Sponsorship deal,Sponsorship deal event,3,Advanced
ATH_0724,2016-07-01,Career change,Started new position,9,Advanced
ATH_0724,2018-04-05,Team change,Team change event,6,Advanced
ATH_0724,2016-10-30,Personal achievement,Personal achievement event,8,Advanced
ATH_0724,2019-07-03,Team change,Team change event,2,Advanced
ATH_0724,2024-09-20,Coach change,Coach change event,2,Advanced
ATH_0724,2024-12-20,Personal best,Personal best event,3,Advanced
ATH_0724,2018-06-07,Coach change,Coach change event,6,Advanced
ATH_0724,2022-06-14,Retirement consideration,Retirement consideration event,7,Advanced
ATH_0724,2017-09-09,Injury recovery,Injury recovery event,5,Advanced
ATH_0724,2021-11-23,Team change,Team change event,4,Advanced
ATH_0724,2017-11-10,Retirement consideration,Retirement consideration event,7,Advanced
ATH_0724,2021-09-04,Sponsorship deal,Sponsorship deal event,1,Advanced
ATH_0724,2016-01-16,Personal achievement,Personal achievement event,7,Advanced
ATH_0724,2022-11-02,Location change,Relocated to new city,6,Advanced
ATH_0724,2016-09-12,Sponsorship deal,Sponsorship deal event,7,Advanced
ATH_0724,2021-03-25,Team change,Team change event,7,Advanced
ATH_0724,2016-09-25,Team change,Team change event,5,Advanced
ATH_0724,2017-10-25,Education,Education event,3,Advanced
ATH_0724,2018-07-14,Race victory,Won age group,9,Advanced
ATH_0724,2018-03-21,Competition,Participated in local race,8,Advanced
ATH_0724,2019-09-16,Personal best,Personal best event,5,Advanced
ATH_0724,2024-06-24,Family event,Family event event,6,Advanced
ATH_0724,2024-03-19,Sponsorship deal,Sponsorship deal event,6,Advanced
ATH_0724,2014-07-13,Team change,Team change event,4,Advanced
ATH_0724,2015-10-11,Retirement consideration,Retirement consideration event,3,Advanced
ATH_0725,2020-07-30,Personal best,Personal best event,8,Intermediate
ATH_0725,2022-02-20,Location change,Relocated to new city,7,Intermediate
ATH_0725,2024-10-11,Family event,Family event event,2,Intermediate
ATH_0725,2021-01-07,Family event,Family event event,6,Intermediate
ATH_0725,2023-12-30,Team change,Team change event,6,Intermediate
ATH_0725,2020-11-21,Competition,Participated in regional qualifier,6,Intermediate
ATH_0725,2023-11-26,Personal best,Personal best event,8,Intermediate
ATH_0725,2024-07-25,Education,Education event,4,Intermediate
ATH_0725,2021-01-07,Injury recovery,Injury recovery event,5,Intermediate
ATH_0725,2021-03-20,Career change,Started new position,6,Intermediate
ATH_0725,2021-09-23,Personal achievement,Personal achievement event,6,Intermediate
ATH_0725,2024-01-08,Personal best,Personal best event,3,Intermediate
ATH_0725,2022-03-22,Sponsorship deal,Sponsorship deal event,4,Intermediate
ATH_0726,2022-11-20,Education,Education event,3,Elite Amateur
ATH_0726,2016-01-15,Injury recovery,Injury recovery event,9,Elite Amateur
ATH_0726,2021-06-21,Sponsorship deal,Sponsorship deal event,7,Elite Amateur
ATH_0726,2024-04-19,Sponsorship deal,Sponsorship deal event,2,Elite Amateur
ATH_0726,2023-12-24,Retirement consideration,Retirement consideration event,10,Elite Amateur
ATH_0726,2017-06-30,Education,Education event,5,Elite Amateur
ATH_0726,2017-10-15,Personal best,Personal best event,4,Elite Amateur
ATH_0726,2024-09-08,Retirement consideration,Retirement consideration event,4,Elite Amateur
ATH_0726,2016-08-13,Team change,Team change event,5,Elite Amateur
ATH_0726,2018-05-20,Retirement consideration,Retirement consideration event,5,Elite Amateur
ATH_0726,2023-07-30,Education,Education event,5,Elite Amateur
ATH_0727,2024-05-15,Personal best,Personal best event,2,Advanced
ATH_0727,2024-01-27,Training milestone,Reached consistency streak,7,Advanced
ATH_0728,2022-01-20,Training camp,Training camp event,5,Intermediate
ATH_0728,2023-10-19,Team change,Team change event,2,Intermediate
ATH_0728,2021-07-16,Personal best,Personal best event,6,Intermediate
ATH_0728,2024-02-18,Race victory,Won division title,4,Intermediate
ATH_0728,2023-05-13,Family event,Family event event,8,Intermediate
ATH_0728,2017-12-10,Competition,Participated in championship,3,Intermediate
ATH_0728,2017-05-17,Injury recovery,Injury recovery event,3,Intermediate
ATH_0728,2019-04-19,Race victory,Won age group,1,Intermediate
ATH_0728,2024-07-27,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0728,2017-03-16,Personal achievement,Personal achievement event,6,Intermediate
ATH_0728,2020-09-03,Race victory,Won division title,7,Intermediate
ATH_0729,2020-12-22,Competition,Participated in triathlon,8,Advanced
ATH_0729,2022-08-24,Personal best,Personal best event,1,Advanced
ATH_0729,2019-01-09,Personal best,Personal best event,5,Advanced
ATH_0729,2020-05-30,Location change,Relocated to new city,7,Advanced
ATH_0729,2019-08-08,Education,Education event,6,Advanced
ATH_0729,2022-02-06,Race victory,Won age group,7,Advanced
ATH_0729,2021-05-29,Location change,Relocated to new city,5,Advanced
ATH_0729,2022-06-27,Personal achievement,Personal achievement event,6,Advanced
ATH_0729,2020-10-29,Location change,Relocated to new city,4,Advanced
ATH_0730,2024-12-14,Competition,Participated in international competition,5,Beginner
ATH_0730,2024-10-30,Competition,Participated in regional qualifier,5,Beginner
ATH_0730,2024-06-06,Major competition,Major competition event,7,Beginner
ATH_0730,2022-10-07,Team change,Team change event,2,Beginner
ATH_0730,2024-03-19,Major competition,Major competition event,6,Beginner
ATH_0730,2022-11-12,Career change,Started new position,5,Beginner
ATH_0730,2022-09-08,Team change,Team change event,5,Beginner
ATH_0730,2023-11-20,Sponsorship deal,Sponsorship deal event,5,Beginner
ATH_0731,2024-06-28,Personal best,Personal best event,2,Beginner
ATH_0731,2024-07-11,Major competition,Major competition event,5,Beginner
ATH_0732,2017-02-15,Training camp,Training camp event,5,Elite Amateur
ATH_0732,2019-03-16,Family event,Family event event,5,Elite Amateur
ATH_0732,2019-01-22,Injury recovery,Injury recovery event,3,Elite Amateur
ATH_0732,2022-09-05,Coach change,Coach change event,5,Elite Amateur
ATH_0732,2019-12-04,Education,Education event,3,Elite Amateur
ATH_0732,2023-07-09,Coach change,Coach change event,8,Elite Amateur
ATH_0732,2018-01-08,Education,Education event,5,Elite Amateur
ATH_0732,2020-03-22,Competition,Participated in national event,9,Elite Amateur
ATH_0732,2023-02-01,Injury recovery,Injury recovery event,9,Elite Amateur
ATH_0733,2024-01-05,Team change,Team change event,8,Beginner
ATH_0733,2024-07-31,Personal best,Personal best event,7,Beginner
ATH_0733,2024-01-04,Personal best,Personal best event,5,Beginner
ATH_0733,2024-10-24,Training camp,Training camp event,7,Beginner
ATH_0733,2023-02-08,Competition,Participated in championship,3,Beginner
ATH_0734,2023-01-01,Injury recovery,Injury recovery event,4,Intermediate
ATH_0734,2024-05-01,Injury recovery,Injury recovery event,8,Intermediate
ATH_0734,2023-01-12,Training camp,Training camp event,5,Intermediate
ATH_0735,2017-03-28,Career change,Started new position,9,Elite Amateur
ATH_0735,2024-05-07,Family event,Family event event,10,Elite Amateur
ATH_0735,2017-06-27,Family event,Family event event,5,Elite Amateur
ATH_0735,2016-08-15,Education,Education event,9,Elite Amateur
ATH_0735,2016-07-14,Injury recovery,Injury recovery event,5,Elite Amateur
ATH_0735,2016-05-21,Career change,Started new position,4,Elite Amateur
ATH_0735,2020-06-19,Sponsorship deal,Sponsorship deal event,6,Elite Amateur
ATH_0735,2019-11-03,Team change,Team change event,9,Elite Amateur
ATH_0735,2016-11-12,Competition,Participated in local race,10,Elite Amateur
ATH_0735,2022-07-16,Major competition,Major competition event,6,Elite Amateur
ATH_0735,2022-02-14,Retirement consideration,Retirement consideration event,1,Elite Amateur
ATH_0735,2017-09-27,Personal best,Personal best event,7,Elite Amateur
ATH_0735,2021-07-13,Training camp,Training camp event,7,Elite Amateur
ATH_0735,2018-05-03,Personal achievement,Personal achievement event,5,Elite Amateur
ATH_0735,2024-11-23,Career change,Started new position,5,Elite Amateur
ATH_0735,2020-03-22,Location change,Relocated to new city,1,Elite Amateur
ATH_0735,2015-12-12,Education,Education event,4,Elite Amateur
ATH_0735,2021-11-26,Education,Education event,2,Elite Amateur
ATH_0735,2019-08-16,Personal achievement,Personal achievement event,4,Elite Amateur
ATH_0735,2016-07-15,Location change,Relocated to new city,3,Elite Amateur
ATH_0735,2015-12-23,Major competition,Major competition event,7,Elite Amateur
ATH_0735,2023-08-22,Career change,Started new position,6,Elite Amateur
ATH_0735,2020-08-13,Training milestone,Reached personal best,5,Elite Amateur
ATH_0735,2016-01-05,Race victory,Won division title,7,Elite Amateur
ATH_0735,2023-07-26,Sponsorship deal,Sponsorship deal event,3,Elite Amateur
ATH_0735,2023-08-20,Personal best,Personal best event,6,Elite Amateur
ATH_0735,2022-05-29,Major competition,Major competition event,7,Elite Amateur
ATH_0735,2019-12-14,Personal achievement,Personal achievement event,4,Elite Amateur
ATH_0735,2023-10-08,Location change,Relocated to new city,3,Elite Amateur
ATH_0736,2020-08-22,Race victory,Won age group,6,Advanced
ATH_0736,2023-07-13,Training milestone,Reached 100km month,2,Advanced
ATH_0736,2024-10-28,Education,Education event,1,Advanced
ATH_0736,2021-12-18,Career change,Started new position,5,Advanced
ATH_0736,2019-03-03,Injury recovery,Injury recovery event,5,Advanced
ATH_0736,2022-01-08,Team change,Team change event,5,Advanced
ATH_0736,2024-10-31,Location change,Relocated to new city,6,Advanced
ATH_0736,2023-12-16,Location change,Relocated to new city,4,Advanced
ATH_0736,2021-08-22,Personal achievement,Personal achievement event,3,Advanced
ATH_0736,2023-06-28,Training milestone,Reached 500km total,8,Advanced
ATH_0737,2023-08-27,Education,Education event,6,Intermediate
ATH_0737,2018-07-15,Competition,Participated in regional qualifier,6,Intermediate
ATH_0737,2024-07-28,Personal achievement,Personal achievement event,9,Intermediate
ATH_0737,2018-06-02,Major competition,Major competition event,4,Intermediate
ATH_0737,2023-12-18,Sponsorship deal,Sponsorship deal event,5,Intermediate
ATH_0737,2020-05-23,Personal achievement,Personal achievement event,7,Intermediate
ATH_0737,2024-03-04,Education,Education event,6,Intermediate
ATH_0738,2010-03-15,Coach change,Coach change event,6,Elite Amateur
ATH_0738,2019-06-22,Injury recovery,Injury recovery event,5,Elite Amateur
ATH_0738,2024-10-08,Competition,Participated in triathlon,6,Elite Amateur
ATH_0738,2018-02-22,Sponsorship deal,Sponsorship deal event,6,Elite Amateur
ATH_0738,2015-05-12,Race victory,Won local race,6,Elite Amateur
ATH_0738,2023-11-13,Family event,Family event event,2,Elite Amateur
ATH_0738,2018-02-05,Coach change,Coach change event,9,Elite Amateur
ATH_0738,2017-12-15,Location change,Relocated to new city,6,Elite Amateur
ATH_0738,2011-05-23,Personal best,Personal best event,3,Elite Amateur
ATH_0738,2023-01-05,Education,Education event,7,Elite Amateur
ATH_0738,2023-06-21,Coach change,Coach change event,4,Elite Amateur
ATH_0738,2016-08-22,Personal best,Personal best event,4,Elite Amateur
ATH_0738,2019-03-03,Personal best,Personal best event,4,Elite Amateur
ATH_0738,2012-02-24,Major competition,Major competition event,6,Elite Amateur
ATH_0738,2014-11-26,Personal achievement,Personal achievement event,8,Elite Amateur
ATH_0738,2011-10-25,Coach change,Coach change event,1,Elite Amateur
ATH_0738,2015-12-29,Family event,Family event event,4,Elite Amateur
ATH_0738,2014-07-06,Injury recovery,Injury recovery event,2,Elite Amateur
ATH_0738,2008-04-13,Team change,Team change event,8,Elite Amateur
ATH_0738,2016-07-24,Team change,Team change event,4,Elite Amateur
ATH_0738,2015-05-03,Coach change,Coach change event,2,Elite Amateur
ATH_0738,2021-05-15,Competition,Participated in local race,6,Elite Amateur
ATH_0738,2020-08-09,Sponsorship deal,Sponsorship deal event,6,Elite Amateur
ATH_0738,2011-02-06,Injury recovery,Injury recovery event,6,Elite Amateur
ATH_0738,2013-09-30,Sponsorship deal,Sponsorship deal event,6,Elite Amateur
ATH_0738,2014-01-19,Competition,Participated in national event,1,Elite Amateur
ATH_0738,2012-07-08,Coach change,Coach change event,4,Elite Amateur
ATH_0738,2019-05-05,Major competition,Major competition event,5,Elite Amateur
ATH_0738,2018-07-18,Training milestone,Reached 100km month,4,Elite Amateur
ATH_0738,2020-06-14,Personal best,Personal best event,6,Elite Amateur
ATH_0738,2013-11-16,Competition,Participated in international competition,3,Elite Amateur
ATH_0738,2024-08-20,Team change,Team change event,2,Elite Amateur
ATH_0738,2012-12-21,Career change,Started new position,3,Elite Amateur
ATH_0738,2013-11-12,Training camp,Training camp event,4,Elite Amateur
ATH_0738,2023-01-03,Sponsorship deal,Sponsorship deal event,10,Elite Amateur
ATH_0738,2017-02-24,Major competition,Major competition event,4,Elite Amateur
ATH_0739,2024-01-01,Coach change,Coach change event,4,Advanced
ATH_0739,2023-04-22,Education,Education event,4,Advanced
ATH_0739,2022-10-23,Training milestone,Reached 1000km milestone,8,Advanced
ATH_0739,2018-04-26,Location change,Relocated to new city,6,Advanced
